"spkid","full_name"
20057714," 57714 (2001 UY124)"
20057759," 57759 (2001 VW22)"
20057794," 57794 (2001 VK97)"
20057809," 57809 (2001 VS122)"
20057834," 57834 (2001 XE28)"
20057849," 57849 (2001 XR86)"
20057884," 57884 (2002 AU90)"
20057891," 57891 (2002 CJ35)"
20057904," 57904 (2002 ER25)"
20057910," 57910 (2002 ED61)"
20057915," 57915 (2002 EB110)"
20057920," 57920 (2002 EL153)"
20057954," 57954 (2002 JA101)"
20058007," 58007 (2002 TL234)"
20058008," 58008 (2002 TW240)"
20058041," 58041 (2002 VU127)"
20058044," 58044 (2002 WF)"
20058095," 58095 Oranienstein (1973 SN)"
20058096," 58096 Oineus (1973 SC2)"
20058366," 58366 (1995 OD8)"
20058475," 58475 (1996 RE11)"
20058478," 58478 (1996 RC29)"
20058479," 58479 (1996 RJ29)"
20058480," 58480 (1996 RJ33)"
20058518," 58518 (1997 AC2)"
20058558," 58558 (1997 LE4)"
20058688," 58688 (1998 BJ4)"
20058701," 58701 (1998 BR42)"
20058721," 58721 (1998 DX14)"
20058794," 58794 (1998 FW84)"
20058797," 58797 (1998 FU98)"
20058813," 58813 (1998 GP4)"
20058833," 58833 (1998 HM33)"
20058847," 58847 (1998 HO68)"
20058877," 58877 (1998 HM124)"
20058879," 58879 (1998 HO126)"
20058906," 58906 (1998 KN18)"
20058909," 58909 (1998 KP30)"
20058925," 58925 (1998 LZ2)"
20058929," 58929 (1998 MU30)"
20058931," 58931 Palmys (1998 MK47)"
20059050," 59050 (1998 TB33)"
20059079," 59079 (1998 VY19)"
20059084," 59084 (1998 VD26)"
20059112," 59112 (1998 WN35)"
20059160," 59160 (1998 YF8)"
20059525," 59525 (1999 JE23)"
20059651," 59651 (1999 JK91)"
20059676," 59676 (1999 JE101)"
20059795," 59795 (1999 OE2)"
20059804," 59804 Dickjoyce (1999 RJ1)"
20059812," 59812 (1999 RA18)"
20059822," 59822 (1999 RK26)"
20059867," 59867 (1999 RT105)"
20059888," 59888 (1999 RS128)"
20059902," 59902 (1999 RJ147)"
20059903," 59903 (1999 RO148)"
20059905," 59905 (1999 RB151)"
20059908," 59908 (1999 RS154)"
20059915," 59915 (1999 RF159)"
20059927," 59927 (1999 RP173)"
20059941," 59941 (1999 RX197)"
20059963," 59963 (1999 RZ234)"
20059967," 59967 (1999 RP240)"
20059973," 59973 (1999 RY252)"
20059993," 59993 (1999 SL20)"
20059998," 59998 (1999 TS2)"
20060042," 60042 (1999 TF102)"
20060049," 60049 (1999 TW105)"
20060057," 60057 (1999 TZ117)"
20060103," 60103 (1999 TP187)"
20060127," 60127 (1999 TQ254)"
20060158," 60158 (1999 UH24)"
20060186," 60186 Las Cruces (1999 VH22)"
20060189," 60189 (1999 VM27)"
20060212," 60212 (1999 VB79)"
20060232," 60232 (1999 VL148)"
20060235," 60235 (1999 VO163)"
20060249," 60249 (1999 VC199)"
20060254," 60254 (1999 VO226)"
20060265," 60265 (1999 XY22)"
20060266," 60266 (1999 XB25)"
20060268," 60268 (1999 XU38)"
20060288," 60288 (1999 XW114)"
20060313," 60313 (1999 XW218)"
20060377," 60377 (2000 AC165)"
20060381," 60381 (2000 AX180)"
20060383," 60383 (2000 AR184)"
20060395," 60395 (2000 AJ237)"
20060398," 60398 (2000 AG251)"
20060399," 60399 (2000 AY253)"
20060401," 60401 (2000 BQ21)"
20060421," 60421 (2000 CZ31)"
20060473," 60473 (2000 DY27)"
20060558," 60558 Echeclus (2000 EC98)"
20060742," 60742 (2000 GY91)"
20060864," 60864 (2000 HM75)"
20060876," 60876 (2000 HD88)"
20060926," 60926 (2000 JH45)"
20060953," 60953 (2000 JT62)"
20061042," 61042 Noviello (2000 KB61)"
20061102," 61102 (2000 LM30)"
20061610," 61610 (2000 QK95)"
20061896," 61896 (2000 QG227)"
20061930," 61930 (2000 RP5)"
20061935," 61935 (2000 RT7)"
20061957," 61957 (2000 RE19)"
20062008," 62008 (2000 RR39)"
20062025," 62025 (2000 RQ50)"
20062029," 62029 (2000 RD55)"
20062036," 62036 (2000 RJ62)"
20062101," 62101 (2000 RC95)"
20062107," 62107 (2000 RF97)"
20062108," 62108 (2000 RS97)"
20062114," 62114 (2000 RV99)"
20062128," 62128 (2000 SO1)"
20062145," 62145 (2000 SH16)"
20062149," 62149 (2000 ST19)"
20062201," 62201 (2000 SW54)"
20062241," 62241 (2000 SW75)"
20062244," 62244 (2000 SM77)"
20062248," 62248 (2000 SQ79)"
20062265," 62265 (2000 SX88)"
20062269," 62269 (2000 SD91)"
20062300," 62300 (2000 SY116)"
20062353," 62353 (2000 SH143)"
20062408," 62408 (2000 SU176)"
20062412," 62412 (2000 SY178)"
20062426," 62426 (2000 SX186)"
20062430," 62430 (2000 SV187)"
20062475," 62475 (2000 SB219)"
20062483," 62483 (2000 SG221)"
20062642," 62642 (2000 SN359)"
20062692," 62692 (2000 TE24)"
20062714," 62714 (2000 TB43)"
20062726," 62726 (2000 TN55)"
20062733," 62733 (2000 TX59)"
20062737," 62737 (2000 TR61)"
20062759," 62759 (2000 UK9)"
20062760," 62760 (2000 UR9)"
20062789," 62789 (2000 UZ25)"
20062877," 62877 (2000 UQ90)"
20062910," 62910 (2000 UK109)"
20062936," 62936 (2000 VF23)"
20062950," 62950 (2000 VD34)"
20062954," 62954 (2000 VD36)"
20062958," 62958 (2000 VX37)"
20062989," 62989 (2000 WC2)"
20063056," 63056 (2000 WQ110)"
20063086," 63086 (2000 WQ135)"
20063087," 63087 (2000 WC137)"
20063121," 63121 (2000 WL173)"
20063146," 63146 (2000 XM14)"
20063155," 63155 (2000 XZ39)"
20063162," 63162 Davidcapek (2000 YE11)"
20063176," 63176 (2000 YN59)"
20063184," 63184 (2000 YL91)"
20063195," 63195 (2000 YN120)"
20063200," 63200 (2000 YE124)"
20063231," 63231 (2001 BA15)"
20063234," 63234 (2001 BB20)"
20063239," 63239 (2001 BD25)"
20063241," 63241 (2001 BJ26)"
20063249," 63249 (2001 BW35)"
20063257," 63257 (2001 BJ79)"
20063265," 63265 (2001 CP12)"
20063273," 63273 (2001 DH4)"
20063278," 63278 (2001 DJ29)"
20063284," 63284 (2001 DM46)"
20063286," 63286 (2001 DZ68)"
20063287," 63287 (2001 DT79)"
20063291," 63291 (2001 DU87)"
20063292," 63292 (2001 DQ89)"
20063373," 63373 (2001 HS35)"
20063442," 63442 (2001 NO6)"
20063488," 63488 (2001 OT56)"
20063489," 63489 (2001 OB57)"
20063516," 63516 (2001 OL103)"
20063654," 63654 (2001 QD113)"
20063758," 63758 (2001 QP277)"
20063887," 63887 (2001 SH3)"
20063891," 63891 (2001 SN4)"
20063892," 63892 (2001 SX4)"
20063923," 63923 (2001 SV41)"
20063955," 63955 (2001 SP65)"
20063991," 63991 (2001 SB108)"
20064030," 64030 (2001 SQ168)"
20064073," 64073 (2001 SV277)"
20064270," 64270 (2001 TA197)"
20064326," 64326 (2001 UX46)"
20064409," 64409 (2001 UV165)"
20064518," 64518 (2001 VK94)"
20064795," 64795 (2001 XC207)"
20064838," 64838 (2001 YJ2)"
20065000," 65000 (2002 AV63)"
20065097," 65097 (2002 CC4)"
20065111," 65111 (2002 CG40)"
20065141," 65141 (2002 CL108)"
20065194," 65194 (2002 CV264)"
20065206," 65206 (2002 DB13)"
20065210," 65210 Stichius (2002 EG)"
20065224," 65224 (2002 EJ44)"
20065225," 65225 (2002 EK44)"
20065227," 65227 (2002 ES46)"
20065228," 65228 (2002 EH58)"
20065229," 65229 (2002 EE61)"
20065232," 65232 (2002 EO87)"
20065236," 65236 (2002 EW97)"
20065243," 65243 (2002 EP118)"
20065244," 65244 Ianwong (2002 ED126)"
20065245," 65245 (2002 EH130)"
20065250," 65250 (2002 FT14)"
20065252," 65252 (2002 FP24)"
20065257," 65257 (2002 FU36)"
20065281," 65281 (2002 GM121)"
20065374," 65374 (2002 PP55)"
20065407," 65407 (2002 RP120)"
20065541," 65541 Kasbek (9593 P-L)"
20065590," 65590 Archeptolemos (1305 T-3)"
20065665," 65665 (1986 RP5)"
20065676," 65676 (1989 CC3)"
20065677," 65677 (1989 EB1)"
20065693," 65693 (1991 RO11)"
20065769," 65769 Mahalia (1995 EN8)"
20065811," 65811 (1996 RW30)"
20065821," 65821 De Curtis (1996 UC3)"
20065859," 65859 Madler (1997 GF42)"
20065866," 65866 Wynneozrics (1997 PA4)"
20065871," 65871 (1997 UC22)"
20066007," 66007 (1998 PO)"
20066013," 66013 (1998 QC24)"
20066016," 66016 (1998 QX27)"
20066032," 66032 (1998 QK68)"
20066039," 66039 (1998 QS74)"
20066050," 66050 (1998 QB87)"
20066062," 66062 (1998 RG1)"
20066098," 66098 (1998 SV12)"
20066116," 66116 (1998 SU68)"
20066167," 66167 (1998 VG28)"
20066170," 66170 (1998 VJ30)"
20066178," 66178 (1998 WL13)"
20066185," 66185 (1998 XM47)"
20066187," 66187 (1998 XS73)"
20066188," 66188 (1998 XK79)"
20066191," 66191 (1998 YS6)"
20066227," 66227 (1999 CR109)"
20066719," 66719 (1999 TG105)"
20066770," 66770 (1999 TH207)"
20066866," 66866 (1999 VS45)"
20066931," 66931 (1999 VL208)"
20066985," 66985 (1999 XT93)"
20067020," 67020 (1999 XS137)"
20067026," 67026 (1999 XX155)"
20067082," 67082 (2000 AY32)"
20067083," 67083 (2000 AW34)"
20067100," 67100 (2000 AL76)"
20067106," 67106 (2000 AF92)"
20067112," 67112 (2000 AA104)"
20067123," 67123 (2000 AL124)"
20067134," 67134 (2000 AB149)"
20067140," 67140 (2000 AD166)"
20067154," 67154 (2000 AJ194)"
20067155," 67155 (2000 AK194)"
20067157," 67157 (2000 AR198)"
20067168," 67168 (2000 AX237)"
20067169," 67169 (2000 AV241)"
20067193," 67193 (2000 CY57)"
20067199," 67199 (2000 CP96)"
20067203," 67203 (2000 CQ124)"
20067208," 67208 (2000 DQ20)"
20067227," 67227 (2000 DV102)"
20067228," 67228 (2000 DY107)"
20067233," 67233 (2000 EP11)"
20067244," 67244 (2000 EH58)"
20067246," 67246 (2000 ED70)"
20067248," 67248 (2000 EY87)"
20067259," 67259 (2000 EA121)"
20067261," 67261 (2000 EO127)"
20067270," 67270 (2000 FJ12)"
20067304," 67304 (2000 GZ157)"
20067340," 67340 (2000 JJ21)"
20067368," 67368 (2000 LH33)"
20067485," 67485 (2000 RU14)"
20067548," 67548 (2000 SL47)"
20067696," 67696 (2000 SJ348)"
20067779," 67779 (2000 UU81)"
20067817," 67817 (2000 VR30)"
20067834," 67834 (2000 VV53)"
20067898," 67898 (2000 WV87)"
20067997," 67997 (2000 XA29)"
20068023," 68023 (2000 YW18)"
20068085," 68085 (2000 YH104)"
20068133," 68133 (2001 AQ18)"
20068247," 68247 (2001 DV70)"
20068257," 68257 (2001 DH100)"
20068287," 68287 (2001 FL24)"
20068297," 68297 (2001 FH78)"
20068304," 68304 (2001 FO97)"
20068305," 68305 (2001 FK103)"
20068363," 68363 (2001 OR49)"
20068444," 68444 (2001 RH142)"
20068519," 68519 (2001 VW15)"
20068560," 68560 (2001 XB120)"
20068696," 68696 (2002 CX173)"
20068725," 68725 (2002 ED3)"
20068766," 68766 (2002 EN102)"
20068900," 68900 (2002 JC98)"
20068933," 68933 (2002 OM20)"
20068997," 68997 (2002 TE136)"
20069014," 69014 (2002 UD1)"
20069114," 69114 (2003 DV17)"
20069133," 69133 (2003 FK54)"
20069222," 69222 (4210 T-3)"
20069294," 69294 (1991 PU9)"
20069302," 69302 (1992 EZ10)"
20069434," 69434 de Gerlache (1996 HC21)"
20069437," 69437 (1996 KW2)"
20069566," 69566 (1998 BX)"
20069845," 69845 (1998 SU26)"
20069848," 69848 (1998 SQ35)"
20069885," 69885 (1998 SD100)"
20069917," 69917 (1998 TF)"
20069933," 69933 (1998 UA7)"
20069939," 69939 (1998 UQ25)"
20069955," 69955 (1998 VK21)"
20069969," 69969 (1998 VX54)"
20069971," 69971 Tanzi (1998 WD2)"
20070005," 70005 (1998 XN28)"
20070007," 70007 (1998 XX40)"
20070008," 70008 (1998 XA53)"
20070009," 70009 (1998 XM53)"
20070016," 70016 (1998 YJ6)"
20070020," 70020 (1998 YR29)"
20070021," 70021 (1999 AB)"
20070022," 70022 (1999 AF7)"
20070027," 70027 (1999 BQ15)"
20070029," 70029 (1999 CB)"
20070032," 70032 (1999 CZ13)"
20070038," 70038 (1999 CF80)"
20070041," 70041 (1999 CY117)"
20070042," 70042 (1999 CZ122)"
20070045," 70045 (1999 DA5)"
20070048," 70048 (1999 FV39)"
20070104," 70104 (1999 JG138)"
20070747," 70747 (1999 VT22)"
20070897," 70897 (1999 VG174)"
20071098," 71098 (1999 XV137)"
20071135," 71135 (1999 XM178)"
20071166," 71166 (1999 XL203)"
20071193," 71193 (1999 XG231)"
20071194," 71194 (1999 XH231)"
20071215," 71215 (1999 XY261)"
20071225," 71225 (1999 YU13)"
20071333," 71333 (2000 AW91)"
20071446," 71446 (2000 AP237)"
20071449," 71449 (2000 AJ242)"
20071511," 71511 (2000 CF51)"
20071534," 71534 (2000 CU92)"
20071547," 71547 (2000 DB3)"
20071548," 71548 (2000 DY3)"
20071572," 71572 (2000 DW42)"
20071638," 71638 (2000 EL90)"
20071655," 71655 (2000 EF121)"
20071664," 71664 (2000 EE139)"
20071665," 71665 (2000 EB143)"
20071666," 71666 (2000 EK148)"
20071689," 71689 (2000 FD34)"
20071691," 71691 (2000 FH37)"
20071715," 71715 (2000 GE108)"
20071727," 71727 (2000 HB25)"
20071731," 71731 (2000 JO35)"
20071733," 71733 (2000 JQ47)"
20072331," 72331 (2001 BX59)"
20072453," 72453 (2001 DO6)"
20072645," 72645 (2001 FX41)"
20072662," 72662 (2001 FT48)"
20072726," 72726 (2001 FY94)"
20072727," 72727 (2001 FP96)"
20072742," 72742 (2001 FY108)"
20072747," 72747 (2001 FR121)"
20072763," 72763 (2001 FT143)"
20072788," 72788 (2001 FV171)"
20072816," 72816 (2001 GJ9)"
20072825," 72825 (2001 HZ5)"
20072840," 72840 (2001 HW31)"
20072852," 72852 (2001 HD42)"
20072882," 72882 (2001 KM9)"
20072883," 72883 (2001 KJ12)"
20072887," 72887 (2001 KE19)"
20072897," 72897 (2001 KM55)"
20072898," 72898 (2001 KO56)"
20072911," 72911 (2001 OC32)"
20072915," 72915 (2001 PK24)"
20072975," 72975 (2002 CB232)"
20073295," 73295 (2002 JM67)"
20073363," 73363 (2002 KG6)"
20073365," 73365 (2002 KN8)"
20073397," 73397 (2002 LC19)"
20073418," 73418 (2002 LK36)"
20073429," 73429 (2002 LY47)"
20073436," 73436 (2002 MH2)"
20073444," 73444 (2002 NR12)"
20073450," 73450 (2002 NY19)"
20073457," 73457 (2002 NZ43)"
20073458," 73458 (2002 NZ47)"
20073506," 73506 (2002 TJ144)"
20073508," 73508 (2002 TQ220)"
20073527," 73527 (2003 NC3)"
20073528," 73528 (2003 NU8)"
20073535," 73535 (2003 OB14)"
20073641," 73641 (1977 UK3)"
20073654," 73654 (1981 ET6)"
20073677," 73677 (1988 SA3)"
20073690," 73690 (1991 PU2)"
20073691," 73691 (1991 PB3)"
20073694," 73694 (1991 RL15)"
20073795," 73795 (1995 FH8)"
20073844," 73844 (1996 PF4)"
20073932," 73932 (1997 QD5)"
20073958," 73958 (1997 WN)"
20073961," 73961 (1997 WP25)"
20073965," 73965 (1997 XF5)"
20073972," 73972 (1998 BA18)"
20073977," 73977 (1998 BT42)"
20073983," 73983 (1998 DS19)"
20074054," 74054 (1998 JT4)"
20074091," 74091 (1998 QH3)"
20074403," 74403 (1998 YR5)"
20074465," 74465 (1999 CF38)"
20074467," 74467 (1999 CG44)"
20074477," 74477 (1999 CY66)"
20074487," 74487 (1999 CE105)"
20074488," 74488 (1999 CX110)"
20074517," 74517 (1999 FU31)"
20074519," 74519 (1999 FA34)"
20074528," 74528 (1999 GV34)"
20074538," 74538 (1999 JS12)"
20074553," 74553 (1999 KR1)"
20075301," 75301 (1999 XN34)"
20075647," 75647 (2000 AR59)"
20075713," 75713 (2000 AR118)"
20075757," 75757 (2000 AG166)"
20075781," 75781 (2000 AA203)"
20075910," 75910 (2000 CO53)"
20076140," 76140 (2000 EG13)"
20076153," 76153 (2000 ER20)"
20076167," 76167 (2000 ED29)"
20076200," 76200 (2000 EL50)"
20076213," 76213 (2000 ET64)"
20076225," 76225 (2000 EC70)"
20076252," 76252 (2000 EJ93)"
20076266," 76266 (2000 EE105)"
20076312," 76312 (2000 ER138)"
20076318," 76318 (2000 EY141)"
20076358," 76358 (2000 EW168)"
20076365," 76365 (2000 ES173)"
20076400," 76400 (2000 FR12)"
20076457," 76457 (2000 FV38)"
20076462," 76462 (2000 FP44)"
20076574," 76574 (2000 GM114)"
20076583," 76583 (2000 GF136)"
20076586," 76586 (2000 GW141)"
20076637," 76637 (2000 HM12)"
20076638," 76638 (2000 HS14)"
20076646," 76646 (2000 HY25)"
20076648," 76648 (2000 HH31)"
20076649," 76649 (2000 HU31)"
20076672," 76672 (2000 HD56)"
20076677," 76677 (2000 HU62)"
20076679," 76679 (2000 HV63)"
20076694," 76694 (2000 HZ79)"
20076728," 76728 (2000 JE36)"
20076730," 76730 (2000 JA40)"
20076739," 76739 (2000 JV61)"
20076748," 76748 (2000 JS72)"
20076750," 76750 (2000 JX73)"
20076756," 76756 (2000 KR2)"
20076791," 76791 (2000 LQ24)"
20076801," 76801 (2000 PF24)"
20076804," 76804 (2000 QE)"
20076809," 76809 (2000 QQ46)"
20076810," 76810 (2000 QC50)"
20076812," 76812 (2000 QQ84)"
20076819," 76819 (2000 RQ91)"
20076820," 76820 (2000 RW105)"
20076822," 76822 (2000 SA51)"
20076826," 76826 (2000 SW131)"
20076830," 76830 (2000 SA182)"
20076831," 76831 (2000 ST222)"
20076834," 76834 (2000 SA244)"
20076835," 76835 (2000 SH255)"
20076836," 76836 (2000 SB310)"
20076837," 76837 (2000 SL316)"
20076838," 76838 (2000 ST347)"
20076840," 76840 (2000 TU3)"
20076857," 76857 (2000 WE132)"
20076867," 76867 (2000 YM5)"
20077399," 77399 (2001 FV160)"
20077427," 77427 (2001 GX4)"
20077494," 77494 (2001 HM36)"
20077661," 77661 (2001 LN8)"
20077682," 77682 (2001 MY29)"
20077703," 77703 (2001 OP24)"
20077716," 77716 (2001 OF50)"
20077722," 77722 (2001 OF54)"
20077724," 77724 (2001 OE57)"
20077732," 77732 (2001 ON73)"
20077735," 77735 (2001 OJ76)"
20077743," 77743 (2001 OH96)"
20077745," 77745 (2001 OT107)"
20077746," 77746 (2001 OZ107)"
20077760," 77760 (2001 PW38)"
20077766," 77766 (2001 PK59)"
20077768," 77768 (2001 QM)"
20077774," 77774 (2001 QB12)"
20077777," 77777 (2001 QW16)"
20077798," 77798 (2001 QP86)"
20077804," 77804 (2001 QA119)"
20077812," 77812 (2001 QC134)"
20077818," 77818 (2001 QK165)"
20077823," 77823 (2001 QS184)"
20077837," 77837 (2001 QK267)"
20077838," 77838 (2001 QO267)"
20077865," 77865 (2001 RC146)"
20077867," 77867 (2001 RS153)"
20077870," 77870 MOTESS (2001 SM)"
20077878," 77878 (2001 SE62)"
20077891," 77891 (2001 SM232)"
20077892," 77892 (2001 SZ250)"
20077894," 77894 (2001 SY263)"
20077897," 77897 (2001 TE64)"
20077902," 77902 (2001 TY141)"
20077909," 77909 (2001 TE210)"
20077910," 77910 (2001 TV235)"
20077911," 77911 (2001 TB239)"
20077916," 77916 (2001 WL87)"
20078094," 78094 (2002 LD32)"
20078133," 78133 (2002 NQ13)"
20078150," 78150 (2002 NO24)"
20078154," 78154 (2002 NY25)"
20078159," 78159 (2002 NA28)"
20078160," 78160 (2002 ND28)"
20078175," 78175 (2002 NB33)"
20078188," 78188 (2002 NE39)"
20078242," 78242 (2002 OW23)"
20078283," 78283 (2002 PR42)"
20078452," 78452 (2002 RZ24)"
20078470," 78470 (2002 RM45)"
20078546," 78546 (2002 RF122)"
20078690," 78690 (2002 TY159)"
20078692," 78692 (2002 TA167)"
20078693," 78693 (2002 TY167)"
20078698," 78698 (2002 TD171)"
20078699," 78699 (2002 TN172)"
20078704," 78704 (2002 TY177)"
20078754," 78754 (2002 TA295)"
20078795," 78795 (2002 WN17)"
20078809," 78809 (2003 OR22)"
20078815," 78815 (2003 PN6)"
20078869," 78869 (2003 QV88)"
20078935," 78935 (2003 SF148)"
20078957," 78957 (2003 SE226)"
20078967," 78967 (2003 SK277)"
20079097," 79097 (1981 EC24)"
20079132," 79132 (1990 VR4)"
20079479," 79479 (1998 CJ2)"
20079485," 79485 (1998 FH10)"
20079490," 79490 (1998 FC42)"
20079503," 79503 (1998 GA5)"
20079514," 79514 (1998 KM26)"
20079515," 79515 (1998 KU29)"
20079724," 79724 (1998 SC125)"
20080034," 80034 (1999 JQ21)"
20080035," 80035 (1999 JV21)"
20080041," 80041 (1999 JK38)"
20080051," 80051 (1999 JO56)"
20080076," 80076 (1999 JO101)"
20080119," 80119 (1999 RY138)"
20080638," 80638 (2000 AM217)"
20081884," 81884 (2000 LL17)"
20081888," 81888 (2000 LH23)"
20081895," 81895 (2000 LP31)"
20081907," 81907 (2000 NR2)"
20081922," 81922 (2000 NV22)"
20081938," 81938 (2000 OT32)"
20082009," 82009 (2000 RF68)"
20082011," 82011 (2000 RW68)"
20082016," 82016 (2000 RJ101)"
20082023," 82023 (2000 SG34)"
20082040," 82040 (2000 SZ189)"
20082041," 82041 (2000 SL191)"
20082043," 82043 (2000 SN238)"
20082044," 82044 (2000 SP238)"
20082051," 82051 (2000 SQ314)"
20082055," 82055 (2000 TY40)"
20082058," 82058 (2000 UT27)"
20082352," 82352 (2001 MU1)"
20082356," 82356 (2001 MB3)"
20082380," 82380 (2001 MU17)"
20082572," 82572 (2001 OU83)"
20082663," 82663 (2001 PW17)"
20082805," 82805 (2001 QO30)"
20082882," 82882 (2001 QG71)"
20082906," 82906 (2001 QJ99)"
20083042," 83042 (2001 QV193)"
20083051," 83051 (2001 QL200)"
20083105," 83105 (2001 QN238)"
20083170," 83170 (2001 QZ281)"
20083206," 83206 (2001 RZ12)"
20083373," 83373 (2001 SA9)"
20083544," 83544 (2001 SS169)"
20083599," 83599 (2001 SE266)"
20083604," 83604 (2001 SG270)"
20083666," 83666 (2001 TZ21)"
20083804," 83804 (2001 TA222)"
20083826," 83826 (2001 UW20)"
20083867," 83867 (2001 UC77)"
20083870," 83870 (2001 US89)"
20083887," 83887 (2001 UL126)"
20083916," 83916 (2001 VS8)"
20083923," 83923 (2001 VR16)"
20083926," 83926 (2001 VS37)"
20083973," 83973 (2002 AS181)"
20083978," 83978 (2002 CC202)"
20083980," 83980 (2002 EP9)"
20083984," 83984 (2002 GL77)"
20084085," 84085 (2002 QU24)"
20084103," 84103 (2002 RH12)"
20084185," 84185 (2002 RM107)"
20084404," 84404 (2002 TB181)"
20084698," 84698 (2002 VN110)"
20084709," 84709 (2002 VW120)"
20084856," 84856 (2003 AY47)"
20084876," 84876 (2003 BN71)"
20084930," 84930 (2003 WX21)"
20084946," 84946 (2003 WS161)"
20084962," 84962 (2003 YM9)"
20085030," 85030 Admetos (2804 P-L)"
20085162," 85162 (1988 SL2)"
20085163," 85163 (1988 SQ2)"
20085312," 85312 (1994 YB1)"
20085394," 85394 (1996 RT32)"
20085498," 85498 (1997 TQ12)"
20085577," 85577 (1998 DC2)"
20085716," 85716 (1998 SG56)"
20085807," 85807 (1998 WR10)"
20085822," 85822 (1998 XC17)"
20086053," 86053 (1999 RY4)"
20086058," 86058 (1999 RO15)"
20086061," 86061 (1999 RT19)"
20086069," 86069 (1999 RO32)"
20086093," 86093 (1999 RZ95)"
20086095," 86095 (1999 RZ100)"
20086101," 86101 (1999 RY107)"
20086112," 86112 (1999 RN123)"
20086113," 86113 (1999 RC129)"
20086140," 86140 (1999 RA183)"
20086141," 86141 (1999 RD184)"
20086153," 86153 (1999 RE201)"
20086156," 86156 (1999 RB203)"
20086162," 86162 (1999 RR205)"
20086171," 86171 (1999 RO211)"
20086185," 86185 (1999 RN230)"
20086202," 86202 (1999 TT1)"
20086232," 86232 (1999 TG111)"
20086238," 86238 (1999 TJ118)"
20086269," 86269 (1999 TC272)"
20086281," 86281 (1999 UZ10)"
20086287," 86287 (1999 UX44)"
20086288," 86288 (1999 UC45)"
20086297," 86297 (1999 VP21)"
20086308," 86308 (1999 VN85)"
20086317," 86317 (1999 VH192)"
20086331," 86331 (1999 XY19)"
20086348," 86348 (1999 XF102)"
20086358," 86358 (1999 XB143)"
20086360," 86360 (1999 XR162)"
20086366," 86366 (1999 XO213)"
20086403," 86403 (2000 AJ148)"
20086429," 86429 (2000 BJ29)"
20086435," 86435 (2000 CL9)"
20087299," 87299 (2000 PU24)"
20087303," 87303 (2000 PJ26)"
20087375," 87375 (2000 QN55)"
20087811," 87811 (2000 SO145)"
20087926," 87926 (2000 SZ319)"
20088031," 88031 (2000 UP87)"
20088090," 88090 (2000 WE48)"
20088094," 88094 (2000 WT55)"
20088111," 88111 (2000 WJ101)"
20088117," 88117 (2000 WV132)"
20088125," 88125 (2000 WU145)"
20088129," 88129 (2000 WN152)"
20088140," 88140 (2000 WV173)"
20088152," 88152 (2000 XP5)"
20088169," 88169 (2000 XS25)"
20088194," 88194 (2000 YE45)"
20088201," 88201 (2000 YJ92)"
20088227," 88227 (2001 BU42)"
20088230," 88230 (2001 BT65)"
20088233," 88233 (2001 BJ73)"
20088236," 88236 (2001 CC12)"
20088237," 88237 (2001 CX15)"
20088245," 88245 (2001 CH49)"
20088246," 88246 (2001 DZ25)"
20088252," 88252 (2001 FM40)"
20088554," 88554 (2001 QW199)"
20089283," 89283 (2001 VJ17)"
20089828," 89828 (2002 BY28)"
20089829," 89829 (2002 BQ29)"
20089858," 89858 (2002 CK96)"
20089918," 89918 (2002 ER33)"
20089922," 89922 (2002 EV45)"
20089924," 89924 (2002 ED51)"
20089934," 89934 (2002 EH95)"
20089935," 89935 (2002 EL138)"
20089937," 89937 (2002 FP1)"
20089940," 89940 (2002 FG8)"
20089942," 89942 (2002 FA23)"
20090337," 90337 (2003 FQ97)"
20090372," 90372 (2003 QR88)"
20090380," 90380 (2003 WX68)"
20090456," 90456 (2004 CV2)"
20090542," 90542 (2004 FG94)"
20090704," 90704 (1988 RO12)"
20091152," 91152 (1998 QW41)"
20091155," 91155 (1998 QW50)"
20091163," 91163 (1998 QZ82)"
20091164," 91164 (1998 QE84)"
20091192," 91192 (1998 SA58)"
20091207," 91207 (1998 XW27)"
20091551," 91551 (1999 RA212)"
20091613," 91613 (1999 TO31)"
20091617," 91617 (1999 TW36)"
20091641," 91641 (1999 TS90)"
20091652," 91652 (1999 TZ100)"
20091738," 91738 (1999 TE174)"
20091745," 91745 (1999 TF184)"
20091776," 91776 (1999 TJ206)"
20091787," 91787 (1999 TZ219)"
20091849," 91849 (1999 UK6)"
20091875," 91875 (1999 UF44)"
20091906," 91906 (1999 VE24)"
20091908," 91908 (1999 VK27)"
20091933," 91933 (1999 VB54)"
20091937," 91937 (1999 VQ58)"
20092011," 92011 (1999 VJ159)"
20092056," 92056 (1999 VM213)"
20092060," 92060 (1999 WY6)"
20092063," 92063 (1999 WY10)"
20092094," 92094 (1999 XN29)"
20092116," 92116 (1999 XU75)"
20092122," 92122 (1999 XT96)"
20092128," 92128 (1999 XL107)"
20092169," 92169 (1999 XN181)"
20092179," 92179 (1999 XC200)"
20092184," 92184 (1999 XK204)"
20092211," 92211 (2000 AO3)"
20092233," 92233 (2000 AU102)"
20092262," 92262 (2000 BZ14)"
20092269," 92269 (2000 CM2)"
20092272," 92272 (2000 CB54)"
20092283," 92283 (2000 DC45)"
20092297," 92297 Monrad (2000 EL156)"
20092326," 92326 (2000 GS53)"
20092344," 92344 (2000 GP147)"
